journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Niğde Ömer Halisdemir Üniversitesi Mühendislik Bilimleri Dergisi,Omer Halisdemir University Journal of Engineering Sciences,NA,2564-6605,"English, Turkish",Niğde Ömer Halisdemir University,Turkey,FALSE,FALSE,2020-03-04T16:04:17Z,NA
Geomatik,NA,2564-6761,2564-6761,Turkish,Mersin University,Turkey,FALSE,FALSE,2020-04-22T11:03:59Z,NA
Journal of the Turkish Chemical Society Section B: Chemical Engineering,JOTCSB,NA,2564-6907,English,Turkish Chemical Society,Turkey,FALSE,FALSE,2019-09-27T09:41:27Z,NA
Ömer Halisdemir Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,Academic Review of Economics and Administrative Sciences,NA,2564-6931,"English, Turkish",Ömer Halisdemir University,Turkey,FALSE,FALSE,2017-07-25T11:18:07Z,NA
Turkish Journal of Maritime and Marine Sciences,TRJMMS,NA,2564-7016,Turkish,Ordu Üniversitesi,Turkey,FALSE,FALSE,2017-07-20T10:00:55Z,NA
Fiscaoeconomia,Fsecon,NA,2564-7504,"English, Turkish",Fsecon,Turkey,FALSE,FALSE,2017-11-27T11:44:19Z,NA
Erken Çocukluk Çalışmaları Dergisi,Journal of Early Childhood Studies,NA,2564-7601,"English, Turkish",Türkiye Okul Öncesi Eğitimini Geliştirme Derneği,Turkey,FALSE,FALSE,2018-02-12T14:58:02Z,NA
Uluslararası Sosyal Bilimler Dergisi,International Journal of Social Sciences,2564-7695,2564-6486,"English, Turkish",Çanakkale Onsekiz Mart Üniversitesi Sosyal Bilimler Enstitüsü,Turkey,FALSE,FALSE,2018-03-19T15:21:33Z,NA
Dictatorships & Democracies,Journal of History & Culture,NA,2564-8829,"English, Spanish, Catalan",Universitat Oberta de Catalunya,Spain,FALSE,FALSE,2021-06-21T18:46:51Z,NA
Revista de Gramática Orientada a las Competencias,ReGroc,NA,2565-0394,"Spanish, English, Catalan",Universitat Autònoma de Barcelona. Departamento de Filología Española,Spain,FALSE,FALSE,2021-04-28T08:24:55Z,NA
Tiempo Devorado,NA,2565-2915,2385-5452,"Catalan, English, Spanish",Universitat Autonoma de Barcelona,Spain,FALSE,FALSE,2019-03-15T17:11:41Z,NA
DBS Business Review,NA,2565-5272,2565-5280,English,Dublin Business School,Ireland,FALSE,FALSE,2018-07-04T11:10:25Z,NA
The Open Journal of Astrophysics,NA,NA,2565-6120,English,Maynooth Academic Publishing,Ireland,FALSE,FALSE,2020-07-28T15:22:40Z,NA
Communication & Professionalisation,NA,NA,2566-2171,French,Presses universitaires de Louvain,Belgium,FALSE,FALSE,2020-08-31T14:50:05Z,NA
Genetics & Applications,NA,2566-2937,2566-431X,English,"University of Sarajevo, Institute for Genetic Engineering and Biotechnology",Bosnia and Herzegovina,FALSE,FALSE,2018-08-26T18:47:20Z,NA
International Journal for Re-Views in Empirical Economics,NA,NA,2566-8269,English,ZBW,Germany,FALSE,FALSE,2020-01-08T13:29:02Z,NA
InfoMat,NA,NA,2567-3165,English,Wiley,Australia,TRUE,TRUE,2019-06-26T13:27:25Z,3500
EcoMat,Functional Materials for Green Energy and Environment,NA,2567-3173,English,Wiley,Australia,TRUE,TRUE,2020-05-14T11:04:26Z,3500
Journal of Laboratory Medicine,NA,2567-9430,2567-9449,English,De Gruyter,Germany,TRUE,TRUE,2021-02-12T13:59:13Z,884.6707500000001
TATuP – Zeitschrift für Technikfolgenabschätzung in Theorie und Praxis,TATuP,2568-020X,2567-8833,"German, English",oekom verlag GmbH,Germany,FALSE,FALSE,2021-04-13T12:49:23Z,NA
Journal of Transition Medicine,NA,NA,2568-2407,English,De Gruyter,Germany,TRUE,TRUE,2021-07-13T13:50:27Z,589.7805000000001
HiN - Alexander von Humboldt im Netz. Internationale Zeitschrift für Humboldt-Studien,HiN - Alexander von Humboldt in the Net. International Review for Humboldt Studies,2568-3543,1617-5239,"English, French, German, Spanish",Universität Potsdam,Germany,FALSE,FALSE,2006-04-26T11:59:33Z,NA
Transactions on Cryptographic Hardware and Embedded Systems,TCHES,NA,2569-2925,English,Ruhr-Universität Bochum,Germany,FALSE,FALSE,2020-04-28T15:07:39Z,NA
Geoscience Communication,NA,2569-7102,2569-7110,English,Copernicus Publications,Germany,FALSE,TRUE,2019-06-11T11:47:15Z,NA
Listy klinicke logopedie,Journal of the Association of Speech-Language Pathologists of the Czech Republic,NA,2570-6179,"German, Czech, Slovak, English",Association of Speech-Language Pathologists of Czech Republic,Czechia,FALSE,FALSE,2021-02-09T07:44:35Z,NA
Gender a Výzkum,Gender and Research,2570-6578,2570-6586,"Czech, English","Institute of Sociology, Czech Academy of Sciences",Czechia,FALSE,FALSE,2018-01-24T19:41:31Z,NA
Kvasný průmysl,NA,NA,2570-8619,"Czech, English","Research Institute of Brewing and Malting, Plc.",Czechia,FALSE,FALSE,2019-02-25T20:05:30Z,NA
Estetika,The European Journal of Aesthetics,NA,2571-0915,English,Helsinki University Press,Finland,FALSE,FALSE,2020-06-12T15:19:39Z,NA
High-Throughput,NA,NA,2571-5135,English,MDPI AG,Switzerland,TRUE,FALSE,2018-06-12T11:11:13Z,1088.009
Quaternary,NA,NA,2571-550X,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-19T07:44:22Z,1523.2126
Applied System Innovation,NA,NA,2571-5577,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-19T07:36:27Z,1088.009
Frontiers in Sustainable Food Systems,NA,NA,2571-581X,English,Frontiers Media S.A.,Switzerland,TRUE,TRUE,2018-09-12T08:46:32Z,950
Ceramics,NA,NA,2571-6131,English,MDPI AG,Switzerland,TRUE,FALSE,2019-07-30T09:51:59Z,1305.6108
Plasma,NA,NA,2571-6182,English,MDPI AG,Switzerland,TRUE,TRUE,2019-07-30T10:25:59Z,1305.6108
Fire,NA,NA,2571-6255,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-19T07:53:55Z,1523.2126
Vibration,NA,NA,2571-631X,English,MDPI AG,Switzerland,TRUE,TRUE,2019-07-30T10:33:40Z,1305.6108
Particles,NA,NA,2571-712X,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-19T07:49:22Z,1305.6108
Dubai Medical Journal,NA,NA,2571-726X,English,Karger Publishers,Switzerland,FALSE,TRUE,2019-12-10T21:07:02Z,NA
Reports,NA,NA,2571-841X,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-19T07:40:43Z,1305.6108
Soil Systems,NA,NA,2571-8789,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-11T16:24:36Z,1523.2126
Clean Technologies,NA,NA,2571-8797,English,MDPI AG,Switzerland,TRUE,TRUE,2019-11-21T08:24:50Z,1305.6108
J,NA,NA,2571-8800,English,MDPI AG,Switzerland,TRUE,TRUE,2019-11-21T08:27:50Z,1305.6108
Stats,NA,NA,2571-905X,English,MDPI AG,Switzerland,TRUE,FALSE,2020-01-21T12:12:55Z,1305.6108
Forecasting,NA,NA,2571-9394,English,MDPI AG,Switzerland,TRUE,FALSE,2019-02-11T16:17:24Z,1088.009
Heritage,NA,NA,2571-9408,English,MDPI AG,Switzerland,TRUE,FALSE,2018-08-24T13:19:11Z,1305.6108
Surfaces,NA,NA,2571-9637,English,MDPI AG,Switzerland,TRUE,FALSE,2020-01-31T14:54:57Z,1305.6108
JOR Spine,NA,NA,2572-1143,English,Wiley,United States,TRUE,TRUE,2018-06-28T15:17:16Z,2250
Health Behavior Research,NA,NA,2572-1836,English,New Prairie Press,United States,FALSE,FALSE,2020-08-04T15:52:31Z,NA
Dialogues: An Interdisciplinary Journal of English Language Teaching and Research,Dialogues,NA,2572-1941,English,North Carolina State University,United States,FALSE,FALSE,2017-11-26T16:54:53Z,NA
"Plants, People, Planet",NA,NA,2572-2611,English,Wiley,United Kingdom,TRUE,TRUE,2019-09-10T14:02:54Z,2500
Comparative Literature: East & West,NA,NA,2572-3618,English,Taylor & Francis Group,United Kingdom,FALSE,FALSE,2021-07-08T09:55:51Z,NA
Gates Open Research,NA,NA,2572-4754,English,F1000 Research Ltd,United Kingdom,TRUE,FALSE,2018-07-19T09:23:18Z,1150
"Journal of International Maritime Safety, Environmental Affairs, and Shipping",NA,NA,2572-5084,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2020-01-27T09:45:48Z,1000
Journal of Muslim Philanthropy & Civil Society,JMPCS,NA,2572-6544,English,Indiana University Press,United States,FALSE,FALSE,2021-02-09T13:33:55Z,NA
Westcliff International Journal of Applied Research,WIJAR,NA,2572-7176,English,Westcliff University,United States,FALSE,FALSE,2021-01-06T10:18:05Z,NA
HemaSphere,NA,NA,2572-9241,English,Wolters Kluwer,United States,TRUE,FALSE,2019-06-21T08:03:13Z,1200
Tapuya,"Latin American Science, Technology and Society",NA,2572-9861,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2019-03-11T10:50:51Z,300
Quantitative Finance and Economics,NA,NA,2573-0134,English,AIMS Press,United States,FALSE,TRUE,2018-03-14T06:10:48Z,NA
Journal of Occupational Therapy Education,JOTE,NA,2573-1378,English,Eastern Kentucky University,United States,FALSE,FALSE,2019-01-21T10:15:14Z,NA
Translational Animal Science,NA,NA,2573-2102,English,Oxford University Press,United Kingdom,TRUE,TRUE,2020-10-23T15:54:23Z,2771.9921520000003
Systems Medicine,NA,NA,2573-3370,English,Mary Ann Liebert,United States,TRUE,FALSE,2020-12-22T15:15:53Z,2000
Journal of Public Interest Communications,NA,NA,2573-4342,English,"University of Florida, College of Journalism and Communications",United States,FALSE,FALSE,2018-07-24T12:10:56Z,NA
Building Healthy Academic Communities Journal,NA,NA,2573-7643,English,The Ohio State University Libraries,United States,FALSE,FALSE,2018-04-24T12:57:35Z,NA
ImmunoHorizons,NA,NA,2573-7732,English,The American Association of Immunologists,United States,TRUE,FALSE,2019-09-19T15:38:59Z,1595
Cancer Reports,NA,NA,2573-8348,English,Wiley,United States,TRUE,TRUE,2021-05-28T13:35:34Z,2300
FASEB BioAdvances,NA,NA,2573-9832,English,Wiley,United States,TRUE,TRUE,2019-04-02T13:17:01Z,2400
Policy Design and Practice,NA,NA,2574-1292,English,Taylor & Francis Group,United Kingdom,FALSE,FALSE,2020-03-09T14:37:20Z,NA
Migration and Society,Advances in Research,2574-1306,2574-1314,English,Berghahn Books,United States,FALSE,FALSE,2020-09-14T08:20:34Z,NA
Navigations,First Year-College Composite,NA,2574-1489,English,Kennesaw State University,United States,FALSE,FALSE,2018-06-22T07:55:35Z,NA
Neuropsychopharmacology Reports,NA,NA,2574-173X,English,Wiley,Australia,TRUE,TRUE,2018-08-20T12:45:38Z,2700
Studies in Digital Heritage,SDH,NA,2574-1748,English,Indiana University Office of Scholarly Publishing,United States,FALSE,FALSE,2019-02-14T18:20:44Z,NA
OTA International,Orthopaedic Trauma Association International,NA,2574-2167,English,Wolters Kluwer,United States,TRUE,FALSE,2020-06-11T15:30:09Z,1900
JAMIA Open,NA,NA,2574-2531,English,Oxford University Press,United Kingdom,TRUE,TRUE,2018-12-07T09:24:17Z,2639.0133
Cogent Mathematics & Statistics,NA,NA,2574-2558,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2018-07-30T13:17:26Z,1000
"The International Journal of Information, Diversity, & Inclusion",IJIDI,NA,2574-3430,English,University of Hawai'i Library & Information Science Program,United States,FALSE,FALSE,2019-08-06T08:32:24Z,NA
JAMA Network Open,NA,NA,2574-3805,English,JAMA Network,United States,TRUE,TRUE,2019-04-09T12:42:55Z,3000
Journal of Cutaneous Immunology and Allergy,NA,NA,2574-4593,English,Wiley,Australia,TRUE,TRUE,2018-12-04T14:40:31Z,2420
Life Science Alliance,LSA,NA,2575-1077,English,Life Science Alliance LLC,United States,TRUE,TRUE,2019-01-15T15:37:28Z,3000
Journal of Online Higher Education,JOHE,NA,2575-1204,English,Independence University,United States,FALSE,FALSE,2018-06-11T14:36:39Z,NA
Urban Agriculture & Regional Food Systems,NA,NA,2575-1220,English,Wiley,United States,TRUE,TRUE,2019-08-12T15:03:37Z,950
Journal for Peace and Nuclear Disarmament,NA,NA,2575-1654,English,Taylor & Francis Group,United Kingdom,FALSE,FALSE,2018-07-30T15:08:54Z,NA
En Bomba,Revista En Bomba,NA,2575-2650,Spanish,Asociación Latinoamericana de Perfusión,United States,FALSE,FALSE,2020-12-21T15:41:57Z,NA
Psychiatric Research and Clinical Practice,NA,NA,2575-5609,English,Wiley,United States,TRUE,TRUE,2020-12-14T10:17:26Z,2500
AIMS Allergy and Immunology,NA,NA,2575-615X,English,American Institute of Mathematical Sciences,United States,FALSE,FALSE,2018-04-29T20:59:54Z,NA
Plant-Environment Interactions,NA,NA,2575-6265,English,Wiley,United Kingdom,TRUE,TRUE,2021-06-01T10:11:20Z,2100
People and Nature,NA,NA,2575-8314,English,Wiley,United Kingdom,TRUE,TRUE,2019-09-05T12:33:49Z,2000
The Journal of Privacy and Confidentiality,JPC,NA,2575-8527,English,Labor Dynamics Institute,United States,FALSE,FALSE,2020-01-07T09:49:20Z,NA
Traditional Medicine and Modern Medicine,NA,2575-9000,2575-9019,English,World Scientific Publishing,Singapore,FALSE,FALSE,2021-07-12T15:26:07Z,NA
Meat and Muscle Biology,NA,NA,2575-985X,English,Iowa State University Digital Press,United States,TRUE,TRUE,2018-06-22T17:49:29Z,1000
Journal of International Crisis and Risk Communication Research,JICRCR,2576-0017,2576-0025,English,Nicholson School of Communciation and Media,United States,FALSE,FALSE,2020-12-24T10:11:49Z,NA
Animal Models and Experimental Medicine,NA,NA,2576-2095,English,Wiley,Australia,FALSE,FALSE,2018-07-26T14:03:51Z,NA
Advanced Ultrasound in Diagnosis and Therapy,NA,2576-2508,2576-2516,English,Editorial Office of Advanced Ultrasound in Diagnosis and Therapy,China,FALSE,FALSE,2021-06-24T12:54:21Z,NA
Working Papers in Applied Linguistics and TESOL,NA,NA,2576-2907,English,Columbia University Libraries,United States,FALSE,FALSE,2018-06-22T08:06:03Z,NA
Arab Journal of Basic and Applied Sciences,NA,NA,2576-5299,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2018-08-03T11:01:56Z,1055.6053200000001
Journal of Regional Medical Campuses,JRMC,NA,2576-5558,English,University of Minnesota Libraries Publishing,United States,FALSE,FALSE,2021-02-12T09:56:39Z,NA
WOW Stories,Connections from the Classroom,NA,2577-0551,English,Worlds of Words: Center of Global Literacies and Literatures,United States,FALSE,FALSE,2021-06-01T14:59:50Z,NA
IJU Case Reports,NA,NA,2577-171X,English,Wiley,Australia,TRUE,TRUE,2019-04-29T14:31:34Z,2530
International Journal of Geoheritage and Parks,NA,2577-4441,2577-445X,English,"KeAi Communications Co., Ltd.",China,FALSE,FALSE,2020-01-24T11:23:35Z,NA
Advanced Photonics,NA,NA,2577-5421,English,SPIE; Chinese Laser Press,United States,FALSE,FALSE,2019-07-11T08:20:01Z,NA
The Journal of Altmetrics,Journal of Altmetrics,NA,2577-5685,English,Levy Library Press,United States,FALSE,FALSE,2019-07-23T10:51:48Z,NA
"Journal of Research in Science, Mathematics and Technology Education",JRSMTE,NA,2577-6789,English,Eastern Mennonite University,United States,FALSE,FALSE,2018-06-22T17:47:03Z,NA
Engineering Reports,NA,NA,2577-8196,English,Wiley,United Kingdom,TRUE,TRUE,2019-09-26T10:09:53Z,1650
AIMS Electronics and Electrical Engineering,NA,NA,2578-1588,English,AIMS Press,United States,FALSE,FALSE,2018-08-23T21:31:09Z,NA
Journal of Research in Technical Careers,NA,NA,2578-2118,English,"University of Nevada, Las Vegas, Department of Teaching and Learning",United States,TRUE,FALSE,2019-09-09T09:57:55Z,150
Plant Phenome Journal,The Plant Phenome Journal,NA,2578-2703,English,Wiley,United States,TRUE,TRUE,2019-04-23T09:30:26Z,1750
International Journal of Ceramic Engineering & Science,International Journal of Ceramic Engineering and Science,NA,2578-3270,English,Wiley,United States,TRUE,TRUE,2020-02-10T11:24:30Z,2640
Cooper Rowan Medical Journal,CRMJ,NA,2578-3343,English,Rowan Digital Works,United States,FALSE,FALSE,2021-03-10T13:14:08Z,NA
Nursing & Health Sciences Research Journal,NA,NA,2578-3750,English,Library & Knowledge Services and Nursing & Health Sciences Research Departments,United States,FALSE,FALSE,2018-11-15T11:00:31Z,NA
Journal of Microelectronic Manufacturing,NA,NA,2578-3769,English,JommPublish,United States,FALSE,FALSE,2020-01-06T12:25:13Z,NA
Conservation Science and Practice,NA,NA,2578-4854,English,Wiley,United States,TRUE,TRUE,2019-04-05T08:10:37Z,1850
ACR Open Rheumatology,NA,NA,2578-5745,English,Wiley,United States,TRUE,TRUE,2019-07-09T09:46:03Z,2700
Immunological Medicine,NA,NA,2578-5826,English,Taylor & Francis Group,United Kingdom,FALSE,FALSE,2019-01-22T11:24:53Z,NA
OSA Continuum,NA,NA,2578-7519,English,Optical Society of America (OSA),United States,TRUE,TRUE,2019-08-19T15:32:14Z,1350
Journal of Effective Teaching in Higher Education,JETHE,NA,2578-7608,English,University of North Carolina Wilmington,United States,FALSE,FALSE,2021-05-13T13:56:08Z,NA
Heat Treatment and Surface Engineering,NA,NA,2578-7616,English,Taylor & Francis Group,United Kingdom,TRUE,TRUE,2019-06-25T14:03:07Z,600
Journal of Wellness,JWellness,NA,2578-9333,English,University of Louisville Libraries,United States,FALSE,FALSE,2021-01-11T10:42:39Z,NA
microPublication Biology,NA,NA,2578-9430,English,Caltech Library,United States,FALSE,FALSE,2019-01-30T14:38:31Z,NA
Journal of Scientific Innovation in Medicine,NA,NA,2579-0153,English,Levy Library Press,United States,FALSE,FALSE,2019-09-04T16:07:56Z,NA
Sri Lanka Journal of Medicine,SLJM,NA,2579-1990,English,The Kandy Society of Medicine,Sri Lanka,FALSE,FALSE,2019-03-21T14:24:20Z,NA
Armenian Journal of Special Education,AJSE,2579-2881,NA,English,Armenian State Pedagogical University,Armenia,FALSE,FALSE,2020-04-22T07:44:55Z,NA
Journal of Applied Geospatial Information,JAGI,NA,2579-3608,"English, Indonesian",Politeknik Negeri Batam,Indonesia,TRUE,FALSE,2017-10-18T14:07:12Z,20
JUTEI (Jurnal Terapan Teknologi Informasi),NA,2579-3675,2579-5538,Indonesian,Universitas Kristen Duta Wacana,Indonesia,FALSE,FALSE,2017-11-03T13:54:03Z,NA
Jurnal Islam Nusantara,jurnalin,2579-3756,2579-4825,Indonesian,"PBNU, Jakarta, Indonesia",Indonesia,FALSE,FALSE,2019-09-08T07:55:58Z,NA
"BASINDO: Jurnal Kajian Bahasa, Sastra Indonesia, dan Pembelajarannya",NA,NA,2579-3799,Indonesian,Universitas Negeri Malang,Indonesia,FALSE,FALSE,2017-11-17T12:49:50Z,NA
BIBLIOTIKA: Jurnal Kajian Perpustakaan dan Informasi,NA,NA,2579-3802,"English, Indonesian",Universitas Negeri Malang,Indonesia,FALSE,FALSE,2017-11-20T16:09:00Z,NA
Muróbbî: Jurnal Ilmu Pendidikan,Muróbbî,2579-4191,2580-6963,"Arabic, English, Indonesian",Fakultas Tarbiyah Institut Agama Islam Bani Fattah Jombang,Indonesia,FALSE,FALSE,2018-08-26T20:30:16Z,NA
IHiS (Indonesian Historical Studies),Indonesian Historical Studies,NA,2579-4213,English,"Master Program of History, Department of History, Faculty of Humanities, Diponegoro University",Indonesia,FALSE,FALSE,2018-01-04T09:56:31Z,NA
Jurnal TAM,Jurnal TAM (Technology Acceptance Model),2579-4221,2339-1103,Indonesian,Sekolah Tinggi Manajemen Informatika dan Komputer (STMIK) Pringsewu,Indonesia,FALSE,FALSE,2017-09-14T16:25:31Z,NA
MEJ (Mathematics Education Journal),NA,2579-5260,2579-5724,English,Universitas Muhammadiyah Malang,Indonesia,FALSE,TRUE,2020-02-20T12:46:14Z,NA
Query: Jurnal Sistem Informasi,QUERY: JSI,NA,2579-5341,Indonesian,Univesitas Islam Negeri Sumatera Utara,Indonesia,TRUE,FALSE,2017-10-09T12:54:24Z,15
J-MKLI (Jurnal Manajemen dan Kearifan Lokal Indonesia),NA,2579-5791,2550-0856,Indonesian,APMAI Press,Indonesia,TRUE,FALSE,2018-07-29T14:56:11Z,34.5
IJIIS: International Journal of Informatics and Information Systems,NA,NA,2579-7069,English,Bright Publisher,Indonesia,TRUE,FALSE,2021-07-02T22:46:01Z,150
Jurnal Indria: Jurnal Ilmiah Pendidikan Prasekolah dan Sekolah Awal,NA,2579-7255,2528-004X,Indonesian,Universitas Muhammadiyah Ponorogo,Indonesia,FALSE,FALSE,2017-10-19T16:25:03Z,NA
ELT Echo: The Journal of English Language Teaching in Foreign Language Context,ELT Echo,2579-8170,2549-5089,English,Tadris Bahasa Inggris IAIN Syekh Nurjati,Indonesia,FALSE,FALSE,2019-01-04T20:21:34Z,NA
Engagement: Jurnal Pengabdian Kepada Masyarakat,Jurnal Pengabdian Kepada Masyarakat,2579-8375,2579-8391,Indonesian,Asosiasi Dosen Pengembang Masyarakat (ADPEMAS) Forum Komunikasi Dosen Peneliti (FKDP),Indonesia,FALSE,FALSE,2018-10-31T08:25:30Z,NA
EDUCATIO: Journal of Education,Journal of Education,2579-8383,2579-8405,English,STAI Miftahul Ula,Indonesia,FALSE,FALSE,2017-08-25T13:55:33Z,NA
Jurnal Sains Sosial dan Humaniora,NA,2579-9088,2549-9505,"English, Indonesian",Universitas Muhammadiyah Purwokerto,Indonesia,FALSE,FALSE,2017-09-11T19:26:06Z,NA
JRST: Jurnal Riset Sains dan Teknologi,NA,2579-9118,2549-9750,"English, Indonesian",Universitas Muhammadiyah Purwokerto,Indonesia,FALSE,FALSE,2017-08-22T16:09:48Z,NA
JMSNI (Journal of Maritime Studies and National Integration),JMSNI,NA,2579-9215,English,"Doctoral Program of History, Faculty of Humanities, Diponegoro University",Indonesia,FALSE,FALSE,2018-04-26T12:55:39Z,NA
Prima: Jurnal Pendidikan Matematika,NA,2579-9827,2580-2216,Indonesian,Universitas Muhammadiyah Tangerang,Indonesia,TRUE,TRUE,2020-03-28T08:46:32Z,17.25
Civic-culture,Jurnal Ilmu Pendidikan PKN & Sosial Budaya,2579-9878,2579-9924,Indonesian,Penerbit Sekolah Tinggi Keguruan Dan Ilmu Pendidikan PGRI Bangkalan,Indonesia,TRUE,FALSE,2018-01-30T09:50:17Z,17.25
Keguru: Jurnal Ilmu Pendidikan Dasar,NA,2579-9886,2579-9916,Indonesian,Penerbit STKIP PGRI Bangkalan,Indonesia,TRUE,FALSE,2018-03-26T13:08:14Z,17.25
Jurnal Kajian Akuntansi,NA,2579-9975,2579-9991,Indonesian,Lembaga Penelitian Universitas Swadaya Gunung Jati,Indonesia,FALSE,FALSE,2019-05-20T10:42:13Z,NA
CNJ: Caring Nursing Journal,NA,NA,2580-0078,Indonesian,Universitas Muhammadiyah Banjarmasin,Indonesia,TRUE,FALSE,2017-10-02T14:25:45Z,17.25
Journal of Business and Behavioural Entrepreneurship,NA,NA,2580-0272,English,Universitas Negeri Jakarta,Indonesia,FALSE,FALSE,2019-02-16T18:05:53Z,NA
JAREE (Journal on Advanced Research in Electrical Engineering),NA,2580-0361,2579-6216,English,Institut Teknologi Sepuluh Nopember,Indonesia,FALSE,FALSE,2018-10-10T07:30:49Z,NA
Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi),NA,NA,2580-0760,Indonesian,Ikatan Ahli Indormatika Indonesia,Indonesia,TRUE,FALSE,2017-11-17T11:37:05Z,69
Journal of Mechanical Engineering Science and Technology,NA,2580-0817,2580-2402,English,Universitas Negeri Malang,Indonesia,FALSE,FALSE,2018-03-03T16:07:14Z,NA
"International Journal of Management, Entrepreneurship, Social Science and Humanities (IJMESH)",NA,NA,2580-0981,English,Research Synergy Foundation,Indonesia,FALSE,FALSE,2020-11-18T15:02:48Z,NA
Jurnal Pariwisata Terapan,NA,2580-1031,2580-104X,Indonesian,Universitas Gadjah Mada,Indonesia,FALSE,FALSE,2018-09-03T10:52:10Z,NA
Amerta Nutrition,NA,2580-1163,2580-9776,"English, Indonesian",Universitas Airlangga,Indonesia,TRUE,FALSE,2019-02-28T11:05:45Z,24.15
Teraputik: Jurnal Bimbingan dan Konseling,Teraputik Jurnal,2580-2046,2580-2054,Indonesian,Universitas Indraprasta PGRI,Indonesia,TRUE,TRUE,2017-11-15T16:01:10Z,17.25
International Journal of Applied Biology,IJOAB,2580-2410,2580-2119,English,Hasanuddin University,Indonesia,FALSE,FALSE,2019-12-15T14:43:06Z,NA
JMAI (Jurnal Multimedia dan Artificial Intelligence),JMAI,NA,2580-2593,Indonesian,Universitas Mercu Buana Yogyakarta,Indonesia,FALSE,FALSE,2020-02-18T09:56:49Z,NA
"Metathesis: Journal of English Language, Literature, and Teaching",NA,2580-2712,2580-2720,English,Program Studi Pendidikan Bahasa Inggris Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar,Indonesia,FALSE,FALSE,2020-07-21T12:22:31Z,NA
Jurnal Sistem dan Manajemen Industri,JSMI,2580-2887,2580-2895,Indonesian,Universitas Serang Raya,Indonesia,FALSE,FALSE,2018-06-06T07:56:24Z,NA
Al Quds: Jurnal Studi Alquran dan Hadis,NA,2580-3174,2580-3190,"English, Indonesian",Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2019-05-30T05:24:02Z,NA
Policy and Governance Review,Policy & Governance Review,2580-3395,2580-4820,English,Indonesian Association for Public Administration,Indonesia,FALSE,FALSE,2018-01-09T15:37:12Z,NA
JMSP (Jurnal Manajemen dan Supervisi Pendidikan),NA,2580-3417,2541-4429,Indonesian,Universitas Negeri Malang,Indonesia,TRUE,FALSE,2018-01-15T13:17:25Z,13.799999999999999
Numerical: Jurnal Matematika dan Pendidikan Matematika,Journal of Mathematics Education,2580-3573,2580-2437,Indonesian,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,Indonesia,FALSE,FALSE,2017-10-23T11:36:00Z,NA
Tadbir: Jurnal Studi Manajemen Pendidikan,NA,2580-3581,2580-5037,Indonesian,Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2019-06-12T18:05:34Z,NA
AR-RIAYAH: Jurnal Pendidikan Dasar,Jurnal Pendidikan Dasar,2580-3611,2580-362X,Indonesian,Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2020-06-19T06:34:05Z,NA
Islamic Counseling: Jurnal Bimbingan Konseling Islam,NA,2580-3638,2580-3646,Indonesian,Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2020-10-13T10:05:25Z,NA
Tik Ilmeu: Jurnal Ilmu Perpustakaan dan Informasi,NA,2580-3654,2580-3662,Indonesian,Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2020-10-28T05:03:08Z,NA
English Franca: Academic Journal of English Language and Education,English Franca,2580-3670,2580-3689,English,Institut Agama Islam Negeri (IAIN) Curup,Indonesia,FALSE,FALSE,2019-08-20T15:48:29Z,NA
Jurnal Basicedu,Journal of Elementary Education,2580-3735,2580-1147,Indonesian,LPPM Universitas Pahlawan Tuanku Tambusai,Indonesia,TRUE,FALSE,2019-02-28T12:02:55Z,20.7
Intensif: Jurnal Ilmiah Penelitian Teknologi dan Penerapan Sistem Informasi,Intensif,2580-409X,2549-6824,Indonesian,Universitas Nusantara PGRI Kediri,Indonesia,TRUE,TRUE,2019-08-22T10:11:24Z,24.15
Journal of Moral and Civic Education,JMCE,2580-412X,2549-8851,Indonesian,Universitas Negeri Padang,Indonesia,TRUE,FALSE,2020-01-07T14:51:55Z,34.5
Teknika: Engineering and Sains Journal,NA,2580-4146,2579-5422,Indonesian,Universitas Maarif Hasyim Latif,Indonesia,FALSE,FALSE,2017-11-15T15:40:02Z,NA
